Time,Longitude,Latitude,Altitude,Roll (deg),Pitch (deg),Yaw (deg)
45.6000,200.1671,200.7951,3077.3611,0.0000,0.0000,-26.7980
45.7200,200.1696,200.8000,3077.3611,0.0000,0.0000,-26.7980
45.8400,200.1721,200.8050,3077.3611,0.0000,0.0000,-26.7980
45.9600,200.1747,200.8100,3077.3611,0.0000,0.0000,-26.7980
46.0800,200.1772,200.8150,3077.3611,0.0000,0.0000,-26.7980
46.2000,200.1797,200.8200,3077.3611,0.0000,0.0000,-26.7980
46.3200,200.1825,200.8256,3077.3611,8.4000,0.0000,-26.5609
46.4400,200.1854,200.8312,3077.3611,0.0000,0.0000,-26.5609
46.5600,200.1885,200.8375,3077.3611,0.0000,0.0000,-26.5609
46.6800,200.1916,200.8438,3077.3611,0.0000,0.0000,-26.5609
46.8000,200.1943,200.8491,3077.3611,0.0000,0.0000,-26.5609
46.9200,200.1969,200.8544,3077.3611,0.0000,0.0000,-26.5609
47.0400,200.1999,200.8604,3077.3611,0.0000,0.0000,-26.5609
47.1600,200.2024,200.8654,3077.3611,0.0000,0.0000,-26.5609
47.2800,200.2044,200.8694,3077.3611,8.4000,0.0000,-26.2289
47.4000,200.2064,200.8734,3077.3611,16.8000,0.0000,-25.5501
47.5200,200.2084,200.8775,3077.3611,0.0000,0.0000,-25.5501
47.6400,200.2103,200.8815,3077.3611,0.0000,0.0000,-25.5501
47.7600,200.2126,200.8862,3077.3611,0.0000,0.0000,-25.5501
47.8800,200.2145,200.8903,3077.3611,0.0000,0.0000,-25.5501
48.0000,200.2164,200.8944,3077.3611,0.0000,0.0000,-25.5501
48.1200,200.2187,200.8991,3077.3611,8.4000,0.0000,-25.2639
48.2400,200.2209,200.9038,3077.3611,16.8000,0.0000,-24.6787
48.3600,200.2231,200.9085,3077.3611,0.0000,0.0000,-24.6787
48.4800,200.2250,200.9126,3077.3611,0.0000,0.0000,-24.6787
48.6000,200.2268,200.9167,3077.3611,0.0000,0.0000,-24.6787
48.7200,200.2290,200.9215,3077.3611,0.0000,0.0000,-24.6787
48.8400,200.2309,200.9256,3077.3611,0.0000,0.0000,-24.6787
48.9600,200.2328,200.9296,3077.3611,0.0000,0.0000,-24.6787
49.0800,200.2350,200.9344,3077.3611,0.0000,0.0000,-24.6787
49.2000,200.2368,200.9385,3077.3611,0.0000,0.0000,-24.6787
49.3200,200.2387,200.9426,3077.3611,0.0000,0.0000,-24.6787
49.4400,200.2409,200.9473,3077.3611,0.0000,0.0000,-24.6787
49.5600,200.2431,200.9520,3077.3611,0.0000,0.0000,-24.6787
49.6800,200.2450,200.9561,3077.3611,8.4000,0.0000,-24.3467
49.8000,200.2468,200.9602,3077.3611,0.0000,0.0000,-24.3467
49.9200,200.2487,200.9643,3077.3611,0.0000,0.0000,-24.3467
50.0400,200.2505,200.9684,3077.3611,0.0000,0.0000,-24.3467
50.1600,200.2524,200.9725,3077.3611,0.0000,0.0000,-24.3467
50.2800,200.2545,200.9773,3077.3611,8.4000,0.0000,-24.0605
50.4000,200.2567,200.9821,3077.3611,0.0000,0.0000,-24.0605
50.5200,200.2591,200.9875,3077.3611,0.0000,0.0000,-24.0605
50.6400,200.2615,200.9929,3077.3611,0.0000,0.0000,-24.0605
50.7600,200.2639,200.9983,3077.3611,0.0000,0.0000,-24.0605
50.8800,200.2659,201.0028,3077.3611,0.0000,0.0000,-155.9395
51.0000,200.2682,200.9977,3077.3611,0.0000,0.0000,-155.9395
51.1200,200.2705,200.9926,3077.3611,8.4000,0.0000,-155.6717
51.2400,200.2728,200.9875,3077.3611,0.0000,0.0000,-155.6717
51.3600,200.2746,200.9834,3077.3611,0.0000,0.0000,-155.6717
51.4800,200.2768,200.9786,3077.3611,8.4000,0.0000,-155.3855
51.6000,200.2789,200.9739,3077.3611,0.0000,0.0000,-155.3855
51.7200,200.2814,200.9685,3077.3611,0.0000,0.0000,-155.3855
51.8400,200.2834,200.9641,3077.3611,8.4000,0.0000,-155.0781
51.9600,200.2855,200.9597,3077.3611,0.0000,0.0000,-155.0781
52.0800,200.2878,200.9546,3077.3611,0.0000,0.0000,-155.0781
52.2000,200.2902,200.9495,3077.3611,0.0000,0.0000,-155.0781
52.3200,200.2925,200.9445,3077.3611,0.0000,0.0000,-155.0781
52.4400,200.2949,200.9394,3077.3611,0.0000,0.0000,-155.0781
52.5600,200.2975,200.9337,3077.3611,8.4000,0.0000,-154.8410
52.6800,200.3002,200.9280,3077.3611,0.0000,0.0000,-154.8410
52.8000,200.3032,200.9217,3077.3611,8.4000,0.0000,-154.6282
52.9200,200.3062,200.9153,3077.3611,0.0000,0.0000,-154.6282
53.0400,200.3088,200.9099,3077.3611,8.4000,0.0000,-154.3766
53.1600,200.3113,200.9046,3077.3611,16.8000,0.0000,-153.8624
53.2800,200.3139,200.8993,3077.3611,25.2000,0.0000,-153.0609
53.4000,200.3166,200.8940,3077.3611,0.0000,0.0000,-153.0609
53.5200,200.3188,200.8896,3077.3611,0.0000,0.0000,-153.0609
53.6400,200.3210,200.8853,3077.3611,0.0000,0.0000,-153.0609
53.7600,200.3231,200.8813,3077.3611,0.0000,0.0000,-153.0609
53.8800,200.3254,200.8766,3077.3611,8.4000,0.0000,-152.7747
54.0000,200.3278,200.8720,3077.3611,0.0000,0.0000,-152.7747
54.1200,200.3299,200.8680,3077.3611,8.4000,0.0000,-152.4427
54.2400,200.3320,200.8640,3077.3611,0.0000,0.0000,-152.4427
54.3600,200.3341,200.8600,3077.3611,0.0000,0.0000,-152.4427
54.4800,200.3361,200.8560,3077.3611,0.0000,0.0000,-152.4427
54.6000,200.3382,200.8520,3077.3611,0.0000,0.0000,-152.4427
54.7200,200.3403,200.8480,3077.3611,0.0000,0.0000,-152.4427
54.8400,200.3427,200.8434,3077.3611,0.0000,0.0000,-152.4427
54.9600,200.3448,200.8394,3077.3611,0.0000,0.0000,-152.4427
55.0800,200.3472,200.8348,3077.3611,8.4000,0.0000,-152.1565
55.2000,200.3496,200.8302,3077.3611,16.8000,0.0000,-151.5713
55.3200,200.3521,200.8256,3077.3611,0.0000,0.0000,-151.5713
55.4400,200.3546,200.8210,3077.3611,8.4000,0.0000,-151.2851
55.5600,200.3571,200.8164,3077.3611,0.0000,0.0000,-151.2851
55.6800,200.3596,200.8118,3077.3611,0.0000,0.0000,-151.2851
55.8000,200.3618,200.8079,3077.3611,8.4000,0.0000,-150.9531
55.9200,200.3640,200.8040,3077.3611,0.0000,0.0000,-150.9531
56.0400,200.3662,200.8000,3077.3611,0.0000,0.0000,-150.9531
56.1600,200.3683,200.7961,3077.3611,0.0000,0.0000,-150.9531
56.2800,200.3705,200.7922,3077.3611,0.0000,0.0000,-150.9531
56.4000,200.3727,200.7882,3077.3611,0.0000,0.0000,-150.9531
56.5200,200.3749,200.7843,3077.3611,8.4000,0.0000,-150.6211
56.6400,200.3771,200.7804,3077.3611,0.0000,0.0000,-150.6211
56.7600,200.3797,200.7758,3077.3611,0.0000,0.0000,-150.6211
56.8800,200.3822,200.7713,3077.3611,0.0000,0.0000,-150.6211
57.0000,200.3851,200.7661,3077.3611,0.0000,0.0000,-150.6211
57.1200,200.3881,200.7609,3077.3611,0.0000,0.0000,-150.6211
57.2400,200.3913,200.7551,3077.3611,0.0000,0.0000,-150.6211
57.3600,200.3941,200.7503,3077.3611,8.4000,0.0000,-150.3534
57.4800,200.3968,200.7454,3077.3611,0.0000,0.0000,-150.3534
57.6000,200.3996,200.7406,3077.3611,0.0000,0.0000,-150.3534
57.7200,200.4023,200.7357,3077.3611,0.0000,0.0000,-150.3534
57.8400,200.4055,200.7302,3077.3611,8.4000,0.0000,-150.1163
57.9600,200.4086,200.7248,3077.3611,16.8000,0.0000,-149.6314
58.0800,200.4118,200.7193,3077.3611,0.0000,0.0000,-149.6314
58.2000,200.4153,200.7133,3077.3611,8.4000,0.0000,-149.4186
58.3200,200.4189,200.7072,3077.3611,16.8000,0.0000,-148.9835
58.4400,200.4225,200.7012,3077.3611,0.0000,0.0000,-148.9835
58.5600,200.4256,200.6961,3077.3611,0.0000,0.0000,-148.9835
58.6800,200.4286,200.6910,3077.3611,0.0000,0.0000,-148.9835
58.8000,200.4321,200.6853,3077.3611,0.0000,0.0000,-148.9835
58.9200,200.4355,200.6796,3077.3611,8.4000,0.0000,-148.7591
59.0400,200.4390,200.6739,3077.3611,0.0000,0.0000,-148.7591
59.1600,200.4428,200.6676,3077.3611,0.0000,0.0000,-148.7591
59.2800,200.4470,200.6607,3077.3611,8.4000,0.0000,-148.5747
59.4000,200.4512,200.6538,3077.3611,0.0000,0.0000,-148.5747
59.5200,200.4554,200.6469,3077.3611,0.0000,0.0000,-148.5747
59.6400,200.4597,200.6400,3077.3611,0.0000,0.0000,-148.5747
59.7600,200.4633,200.6340,3077.3611,8.4000,0.0000,-148.3619
59.8800,200.4670,200.6280,3077.3611,16.8000,0.0000,-147.9267
