# Longitude, Latitude, Altitude, Roll, Pitch, Yaw
253.2363,160.6196,609.9889,1.5708,1.2217,-4.1691
249.2987,158.2417,609.9889,1.5708,1.2217,-4.2277
244.8746,155.9120,609.9889,1.5708,1.2217,-4.2816
240.3314,153.8241,609.9889,1.5708,1.2217,-4.3355
235.3104,151.8368,609.9889,1.5708,1.2217,-4.3854
230.1964,150.1025,609.9889,1.5708,1.2217,-4.4353
224.6176,148.5161,609.9889,1.5708,1.2217,-4.4818
218.9711,147.1905,609.9889,1.5708,1.2217,-4.5283
213.2691,146.1287,609.9889,1.5708,1.2217,-4.5747
208.1183,145.4152,609.9889,1.5708,1.2217,-4.6266
202.9375,144.9695,609.9889,1.5708,1.2217,-4.6784
197.3407,144.7793,609.9889,1.5708,1.2217,-4.7265
192.3412,144.8501,609.9889,1.5708,1.2217,-4.7804
187.3528,145.1901,609.9889,1.5708,1.2217,-4.8344
182.9855,145.7254,609.9889,1.5708,1.2217,-4.8956
178.6591,146.5271,609.9889,1.5708,1.2217,-4.9569
174.0018,147.6889,609.9889,1.5708,1.2217,-5.0130
169.0350,149.2287,609.9889,1.5708,1.2217,-5.0648
164.7178,150.8167,609.9889,1.5708,1.2217,-5.1234
160.5010,152.6547,609.9889,1.5708,1.2217,-5.1820
156.0424,154.9176,609.9889,1.5708,1.2217,-5.2359
151.3657,157.6174,609.9889,1.5708,1.2217,-5.2859
146.8296,160.5471,609.9889,1.5708,1.2217,-5.3358
142.4452,163.6995,609.9889,1.5708,1.2217,-5.3857
138.2236,167.0668,609.9889,1.5708,1.2217,-5.4356
134.6251,170.2433,609.9889,1.5708,1.2217,-5.4917
131.6374,173.1952,609.9889,1.5708,1.2217,-5.5559
128.5792,176.6313,609.9889,1.5708,1.2217,-5.6145
125.4794,180.5546,609.9889,1.5708,1.2217,-5.6684
122.3648,184.9658,609.9889,1.5708,1.2217,-5.7183
119.4742,189.5270,609.9889,1.5708,1.2217,-5.7682
116.8148,194.2268,609.9889,1.5708,1.2217,-5.8182
114.6622,198.5170,609.9889,1.5708,1.2217,-5.8743
112.7538,202.9213,609.9889,1.5708,1.2217,-5.9305
110.9574,207.8012,609.9889,1.5708,1.2217,-5.9823
109.2977,213.1496,609.9889,1.5708,1.2217,-6.0304
108.0473,217.9907,609.9889,1.5708,1.2217,-6.0843
106.9805,223.2843,609.9889,1.5708,1.2217,-6.1342
106.1791,228.6245,609.9889,1.5708,1.2217,-6.1841
105.6452,233.9980,609.9889,1.5708,1.2217,-6.2341
105.3604,239.7910,609.9889,1.5708,1.2217,-6.2805
105.3466,244.9910,609.9889,1.5708,1.2217,-0.0492
105.6022,250.1847,609.9889,1.5708,1.2217,-0.1010
106.1669,255.7562,609.9889,1.5708,1.2217,-0.1491
106.9990,261.2940,609.9889,1.5708,1.2217,-0.1973
107.9789,266.1970,609.9889,1.5708,1.2217,-0.2512
109.3210,271.4276,609.9889,1.5708,1.2217,-0.3011
110.9225,276.5847,609.9889,1.5708,1.2217,-0.3510
112.7792,281.6554,609.9889,1.5708,1.2217,-0.4009
114.8866,286.6273,609.9889,1.5708,1.2217,-0.4508
117.4137,291.8478,609.9889,1.5708,1.2217,-0.4973
120.3714,297.2968,609.9889,1.5708,1.2217,-0.5408
123.7690,302.9551,609.9889,1.5708,1.2217,-0.5816
127.3948,308.4699,609.9889,1.5708,1.2217,-0.6224
130.8930,313.3447,609.9889,1.5708,1.2217,-0.6674
134.2351,317.5861,609.9889,1.5708,1.2217,-0.7173
137.7847,321.6556,609.9889,1.5708,1.2217,-0.7672
141.5329,325.5428,609.9889,1.5708,1.2217,-0.8171
145.0329,328.8277,609.9889,1.5708,1.2217,-0.8733
148.7117,331.9109,609.9889,1.5708,1.2217,-0.9294
152.8783,335.0221,609.9889,1.5708,1.2217,-0.9812
157.2005,337.9133,609.9889,1.5708,1.2217,-1.0331
161.6666,340.5766,609.9889,1.5708,1.2217,-1.0849
166.2648,343.0050,609.9889,1.5708,1.2217,-1.1367
171.3454,345.3602,609.9889,1.5708,1.2217,-1.1849
176.9041,347.6187,609.9889,1.5708,1.2217,-1.2298
182.5586,349.6254,609.9889,1.5708,1.2217,-1.2747
188.2975,351.3761,609.9889,1.5708,1.2217,-1.3196
193.5281,352.7182,609.9889,1.5708,1.2217,-1.3695
198.8191,353.7976,609.9889,1.5708,1.2217,-1.4195
204.5528,354.6721,609.9889,1.5708,1.2217,-1.4659
210.3209,355.2793,609.9889,1.5708,1.2217,-1.5124
216.1110,355.6178,609.9889,1.5708,1.2217,-1.5589
221.9106,355.6870,609.9889,1.5708,1.2217,-1.6053
227.1075,355.5075,609.9889,1.5708,1.2217,-1.6572
232.2881,355.0589,609.9889,1.5708,1.2217,-1.7090
237.4386,354.3426,609.9889,1.5708,1.2217,-1.7608
242.9378,353.2848,609.9889,1.5708,1.2217,-1.8090
248.3797,351.9636,609.9889,1.5708,1.2217,-1.8571
253.7517,350.3822,609.9889,1.5708,1.2217,-1.9052
259.0415,348.5442,609.9889,1.5708,1.2217,-1.9533
264.2367,346.4537,609.9889,1.5708,1.2217,-2.0015
269.3253,344.1158,609.9889,1.5708,1.2217,-2.0496
274.6506,341.3514,609.9889,1.5708,1.2217,-2.0945
280.1927,338.1507,609.9889,1.5708,1.2217,-2.1366
285.0887,335.0411,609.9889,1.5708,1.2217,-2.1831
289.8349,331.7075,609.9889,1.5708,1.2217,-2.2296
294.4212,328.1570,609.9889,1.5708,1.2217,-2.2761
298.8376,324.3972,609.9889,1.5708,1.2217,-2.3225
302.6362,320.8461,609.9889,1.5708,1.2217,-2.3744
306.2458,317.1030,609.9889,1.5708,1.2217,-2.4262
309.2630,313.6308,609.9889,1.5708,1.2217,-2.4848
312.0718,309.9879,609.9889,1.5708,1.2217,-2.5434
314.3245,306.6825,609.9889,1.5708,1.2217,-2.6108
316.5520,302.8880,609.9889,1.5708,1.2217,-2.6720
318.5430,298.9643,609.9889,1.5708,1.2217,-2.7333
320.4490,294.5589,609.9889,1.5708,1.2217,-2.7894
321.8977,290.6167,609.9889,1.5708,1.2217,-2.8536
323.0906,286.5896,609.9889,1.5708,1.2217,-2.9178
324.0229,282.4944,609.9889,1.5708,1.2217,-2.9819
324.6906,278.3478,609.9889,1.5708,1.2217,-3.0461
325.0910,274.1669,609.9889,1.5708,1.2217,-3.1103
325.2224,269.9690,609.9889,1.5708,1.2217,-3.1745
325.0713,265.3715,609.9889,1.5708,1.2217,-3.2331
324.7059,261.3882,609.9889,1.5708,1.2217,-3.3004
324.0100,257.0436,609.9889,1.5708,1.2217,-3.3617
323.1803,253.3353,609.9889,1.5708,1.2217,-3.4326
322.0900,249.6951,609.9889,1.5708,1.2217,-3.5035
320.9568,246.7024,609.9889,1.5708,1.2217,-3.5878
319.5760,243.8157,609.9889,1.5708,1.2217,-3.6720
317.9571,241.0554,609.9889,1.5708,1.2217,-3.7562
315.8811,238.1142,609.9889,1.5708,1.2217,-3.8311
313.3365,235.0280,609.9889,1.5708,1.2217,-3.8985
311.0019,232.5563,609.9889,1.5708,1.2217,-3.9778
308.4788,230.2772,609.9889,1.5708,1.2217,-4.0570
305.7832,228.2051,609.9889,1.5708,1.2217,-4.1363
302.9320,226.3529,609.9889,1.5708,1.2217,-4.2156
300.2946,224.9230,609.9889,1.5708,1.2217,-4.3054
297.5397,223.7355,609.9889,1.5708,1.2217,-4.3953
294.6893,222.8000,609.9889,1.5708,1.2217,-4.4851
291.3767,222.0338,609.9889,1.5708,1.2217,-4.5644
288.4095,221.5914,609.9889,1.5708,1.2217,-4.6542
285.4146,221.4170,609.9889,1.5708,1.2217,-4.7441
282.0163,221.5246,609.9889,1.5708,1.2217,-4.8233
279.0348,221.8568,609.9889,1.5708,1.2217,-4.9132
276.0950,222.4551,609.9889,1.5708,1.2217,-5.0030
272.8376,223.4294,609.9889,1.5708,1.2217,-5.0823
269.6676,224.6585,609.9889,1.5708,1.2217,-5.1616
266.6048,226.1349,609.9889,1.5708,1.2217,-5.2408
264.0140,227.6475,609.9889,1.5708,1.2217,-5.3307
261.2435,229.6182,609.9889,1.5708,1.2217,-5.4099
258.6377,231.8022,609.9889,1.5708,1.2217,-5.4892
256.2130,234.1857,609.9889,1.5708,1.2217,-5.5685
254.2469,236.4516,609.9889,1.5708,1.2217,-5.6583
252.4919,238.8848,609.9889,1.5708,1.2217,-5.7482
250.9624,241.4656,609.9889,1.5708,1.2217,-5.8380
249.6706,244.1732,609.9889,1.5708,1.2217,-5.9279
248.4877,247.3608,609.9889,1.5708,1.2217,-6.0071
247.5611,250.6321,609.9889,1.5708,1.2217,-6.0864
246.8963,253.9665,609.9889,1.5708,1.2217,-6.1657
246.4977,257.3430,609.9889,1.5708,1.2217,-6.2450
246.3678,260.7405,609.9889,1.5708,1.2217,-0.0410
246.5073,264.1377,609.9889,1.5708,1.2217,-0.1203
246.9154,267.5131,609.9889,1.5708,1.2217,-0.1996
247.5895,270.8456,609.9889,1.5708,1.2217,-0.2789
248.4153,273.7297,609.9889,1.5708,1.2217,-0.3687
249.4965,276.5281,609.9889,1.5708,1.2217,-0.4585
251.0015,279.5769,609.9889,1.5708,1.2217,-0.5378
252.5383,282.1533,609.9889,1.5708,1.2217,-0.6277
254.5349,284.9053,609.9889,1.5708,1.2217,-0.7069
256.4835,287.1864,609.9889,1.5708,1.2217,-0.7968
258.9148,289.5630,609.9889,1.5708,1.2217,-0.8761
261.2195,291.4836,609.9889,1.5708,1.2217,-0.9659
264.0162,293.4171,609.9889,1.5708,1.2217,-1.0452
267.3032,295.3238,609.9889,1.5708,1.2217,-1.1161
