# Longitude, Latitude, Altitude, Roll, Pitch, Yaw
116.9997,314.0949,759.5365,1.5708,0.0000,-2.5788
119.6675,309.8661,759.5365,1.5708,0.0000,-2.5788
122.3354,305.6374,759.5365,1.5708,0.0000,-2.5788
125.0033,301.4086,759.5365,1.5708,0.0000,-2.5788
127.6711,297.1798,759.5365,1.5708,0.0000,-2.5788
130.3390,292.9511,759.5365,1.5708,0.0000,-2.5788
133.0069,288.7223,759.5365,1.5708,0.0000,-2.5788
135.6748,284.4935,759.5365,1.5708,0.0000,-2.5788
138.3426,280.2648,759.5365,1.5708,0.0000,-2.5788
141.0105,276.0360,759.5365,1.5708,0.0000,-2.5788
143.6784,271.8072,759.5365,1.5708,0.0000,-2.5788
146.3462,267.5785,759.5365,1.5708,0.0000,-2.5788
149.0141,263.3497,759.5365,1.5708,0.0000,-2.5788
151.6820,259.1209,759.5365,1.5708,0.0000,-2.5788
154.3498,254.8922,759.5365,1.5708,0.0000,-2.5788
157.0177,250.6634,759.5365,1.5708,0.0000,-2.5788
159.6856,246.4346,759.5365,1.5708,0.0000,-2.5788
162.3534,242.2059,759.5365,1.5708,0.0000,-2.5788
165.0213,237.9771,759.5365,1.5708,0.0000,-2.5788
167.6892,233.7483,759.5365,1.5708,0.0000,-2.5788
170.3571,229.5196,759.5365,1.5708,0.0000,-2.5788
173.0249,225.2908,759.5365,1.5708,0.0000,-2.5788
175.6928,221.0620,759.5365,1.5708,0.0000,-2.5788
178.3607,216.8333,759.5365,1.5708,0.0000,-2.5788
181.0285,212.6045,759.5365,1.5708,0.0000,-2.5788
183.6964,208.3757,759.5365,1.5708,0.0000,-2.5788
186.3643,204.1470,759.5365,1.5708,0.0000,-2.5788
189.0321,199.9182,759.5365,1.5708,0.0000,-2.5788
191.7000,195.6894,759.5365,1.5708,0.0000,-2.5788
194.3679,191.4607,759.5365,1.5708,0.0000,-2.5788
197.0358,187.2319,759.5365,1.5708,0.0000,-2.5788
199.7036,183.0031,759.5365,1.5708,0.0000,-2.5788
202.3715,178.7744,759.5365,1.5708,0.0000,-2.5788
205.0394,174.5456,759.5365,1.5708,0.0000,-2.5788
207.7072,170.3168,759.5365,1.5708,0.0000,-2.5788
210.3751,166.0881,759.5365,1.5708,0.0000,-2.5788
213.0430,161.8593,759.5365,1.5708,0.0000,-2.5788
215.7108,157.6305,759.5365,1.5708,0.0000,-2.5788
218.3787,153.4018,759.5365,1.5708,0.0000,-2.5788
221.0466,149.1730,759.5365,1.5708,0.0000,-2.5788
223.7145,144.9442,759.5365,1.5708,0.0000,-2.5788
226.3823,140.7155,759.5365,1.5708,0.0000,-2.5788
229.0502,136.4867,759.5365,1.5708,0.0000,-2.5788
231.7181,132.2579,759.5365,1.5708,0.0000,-2.5788
234.3859,128.0292,759.5365,1.5708,0.0000,-2.5788
237.0538,123.8004,759.5365,1.5708,0.0000,-2.5788
239.7217,119.5716,759.5365,1.5708,0.0000,-2.5788
242.3895,115.3429,759.5365,1.5708,0.0000,-2.5788
245.0574,111.1141,759.5365,1.5708,0.0000,-2.5788
247.7253,106.8853,759.5365,1.5708,0.0000,-2.5788
250.3932,102.6566,759.5365,1.5708,0.0000,-2.5788
253.0610,98.4278,759.5365,1.5708,0.0000,-2.5788
255.7289,94.1990,759.5365,1.5708,0.0000,-2.5788
258.3968,89.9703,759.5365,1.5708,0.0000,-2.5788
261.0646,85.7415,759.5365,1.5708,0.0000,-2.5788
263.7325,81.5127,759.5365,1.5708,0.0000,-2.5788
266.4004,77.2840,759.5365,1.5708,0.0000,-2.5788
269.0682,73.0552,759.5365,1.5708,0.0000,-2.5788
271.7361,68.8264,759.5365,1.5708,0.0000,-2.5788
274.4040,64.5977,759.5365,1.5708,0.0000,-2.5788
277.0719,60.3689,759.5365,1.5708,0.0000,-2.5788
279.7397,56.1401,759.5365,1.5708,0.0000,-2.5788
282.4076,51.9114,759.5365,1.5708,0.0000,-2.5788
285.0755,47.6826,759.5365,1.5708,0.0000,-2.5788
287.7433,43.4538,759.5365,1.5708,0.0000,-2.5788
290.4112,39.2251,759.5365,1.5708,0.0000,-2.5788
293.0791,34.9963,759.5365,1.5708,0.0000,-2.5788
295.7469,30.7675,759.5365,1.5708,0.0000,-2.5788
298.4148,26.5388,759.5365,1.5708,0.0000,-2.5788
301.0827,22.3100,759.5365,1.5708,0.0000,-2.5788
303.7506,18.0812,759.5365,1.5708,0.0000,-2.5788
306.4184,13.8525,759.5365,1.5708,0.0000,-2.5788
309.0863,9.6237,759.5365,1.5708,0.0000,-2.5788
311.7542,5.3949,759.5365,1.5708,0.0000,-2.5788
314.4220,1.1662,759.5365,1.5708,0.0000,-2.5788
317.0899,-3.0626,759.5365,1.5708,0.0000,-0.5628
319.7578,1.1662,759.5365,1.5708,0.0000,-0.5628
322.4256,5.3949,759.5365,1.5708,0.0000,-0.5628
325.0935,9.6237,759.5365,1.5708,0.0000,-0.5628
